ID,medv
3,30.822824760952273
6,25.60785608146099
8,17.716084462867645
9,8.902518737653264
10,17.14658109306179
18,17.382850972828745
20,19.570187330655195
25,15.68945611619844
26,13.636855893756703
27,15.527630793499565
29,19.690339123569526
30,21.30858289867636
33,8.620629221357625
34,14.44971502661555
36,25.020954401796715
37,23.57999992714685
38,24.62212458491448
42,28.977697627414095
49,6.535053171558623
53,27.943797188383137
60,21.792936010897698
63,24.25218924550169
70,20.78287086589325
72,22.235390272151854
79,20.754300084274927
80,22.735254463127696
83,27.0251265291965
92,27.7846296534532
93,29.621011871269875
96,29.194068182420423
98,35.972463262525594
99,36.132803682068634
100,32.622693564136185
105,22.177296851327178
106,19.04728017214917
111,21.835479718440656
113,20.581242952912483
114,20.30210907922203
116,20.33904735793374
126,21.959869117930012
130,13.793527816241475
131,19.907348580332716
133,19.967552637511986
136,16.852641717725355
141,12.991874050624247
144,10.948025769533778
145,7.411679702730602
147,15.338766555543511
152,17.814407567882572
153,22.102052056549383
156,22.133086087855805
158,32.56360341716072
163,41.97869789213345
169,25.289717527396327
185,22.315800936969588
186,24.63633643071382
189,32.961243725474525
196,41.38663337382508
197,34.93525395338351
199,33.25479529896932
200,30.29703632648803
203,37.1889186488108
208,16.48102482845067
210,17.16639286658155
211,23.02541472669715
213,24.317724898428104
216,24.409863103794756
218,27.210990860555114
219,25.507436937785883
220,30.53345231339342
221,35.24565722602283
229,36.80435615791272
232,33.25086361383849
238,32.55932544707013
239,28.277122116275176
240,27.727044395160693
242,22.214234285460975
246,11.076436302165188
248,17.812885639416688
253,24.21246363712011
255,22.100450719300994
256,19.9110498975138
257,37.523488222328645
258,43.11707675069098
259,35.95186460598622
260,34.494935936232345
268,40.44534201698192
270,27.257708409034127
271,21.89664799348937
276,34.19088851072458
277,37.53922027754218
278,37.30791841905517
279,30.752591923054823
281,37.839681483971816
288,26.11076032759001
290,25.967612882668607
292,35.56594418721612
295,22.249576498340115
296,26.486802214116963
299,28.06421432356815
300,30.999246427206838
301,29.031771017377917
308,33.387812475402995
314,24.57974116558674
315,24.14031726932852
320,20.139355871658832
322,24.318615917805126
323,22.29555022751796
324,18.15930330157867
327,23.240227811990678
330,23.245796780457695
332,17.958880970334757
333,21.71352684546315
336,20.025793827847327
338,18.21100649716572
346,13.613094150811339
347,11.660888960852805
351,18.20483634024289
352,17.860996297085986
354,22.78215558972957
355,13.10643562758895
356,15.566184181705005
362,20.326588121804036
364,24.01152702061178
365,41.60513977554076
370,36.91561437374265
376,27.23491196131446
379,17.29090042433473
380,18.154062464828968
381,18.57110658153198
382,19.681487364504733
386,8.86390725632884
389,7.1095692572495395
391,18.299251428220195
394,21.5699445105957
396,21.402367471595134
398,17.308841137962865
400,11.777603812783422
403,19.177114111298334
405,9.366729978190829
406,11.154416492212277
407,9.52761373468006
410,20.98450285719466
411,18.589309403619488
412,18.09773233956306
413,2.3259265066760904
417,14.250818222400358
421,20.816652142816267
422,19.268041208159975
423,19.926267556270496
424,14.030562498644123
427,18.332515341740642
431,19.213624611085496
436,14.143172570195858
437,15.938819210210518
439,5.383968084820886
447,18.416697160400204
450,17.750747983365162
451,17.439825478010135
455,16.073044941478912
457,13.426791938664877
471,20.22611708301431
474,26.506354718314977
476,15.922237318492499
483,29.014894075767963
486,22.72569634137218
490,4.629951153188387
495,19.87935092644824
496,15.97431700308844
497,12.024571847121063
499,20.11992830783114
501,18.859798571103426
505,24.555816727729706
